0,1,8,87,87.1,87.2,246,260,301,312,470,474,490,508,508.1,508.2,557,596,633,633.1,633.2,633.3,634,634.1,702.1,702.2,702.3,702.4,702.5,702.6,702.7,702.8,702.9,702.1,702.11,702.12,702.13,702.14,702.15,702.16,702.17,702.18,702.19,$<icat1:3>,41,551,600,600.1,600.2,600.3,600.4,600.5,600.6,600.7,600.8,600.9,600.1
am     a,CKEY8251886,190201n                      000 0 eng u,C1645/149,,,,not after 1992,3 min. 32 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,The Temperance Seven,,,,,,,,,,,,,,,,,,,POP,eng,[unknown],,,,,,,,,,,
am     a,CKEY8251890,190201n                      000 0 eng u,C1645/149,,,,not after 1992,3 min. 57 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,The Temperance Seven,,,,,,,,,,,,,,,,,,,POP,eng,[unknown],,,,,,,,,,,
am     a,CKEY8251893,190201n                      000 0 eng u,C1645/149,,,There ain't no sweet man that's worth the salt of my tears,not after 1992,3 min. 34 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,The Temperance Seven,,,,,,,,,,,,,,,,,,,POP,eng,[unknown],,,,,,,,,,,
am     a,CKEY8251895,190201n                      000 0 eng u,C1645/149,,,,not after 1992,4 min. 46 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,The Temperance Seven,,,,,,,,,,,,,,,,,,,POP,eng,[unknown],,,,,,,,,,,
am     a,CKEY8251897,190201n                      000 0 eng u,C1645/149,,,,not after 1992,2 min. 53 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,The Temperance Seven,,,,,,,,,,,,,,,,,,,POP,eng,[unknown],,,,,,,,,,,
am     a,CKEY8251906,190201n                      000 0 eng u,C1645/151,,,[Frank Sinatra interview],26/05/1988,51 min. 56 sec.,a,,Larry King live,Stan Britt collection,Frank Sinatra is interviewed by Larry King on the US radio programme 'Larry King live'. Topics of discussion include: liking interviews but not getting invited to do a lot of them; kiss and tell stories; his opinions on Ronald and Nancy Reagan; his love for acting and wanting to make a film about his life; liking the recognition he gets from his fame; and wanting his son to have a boy to continue the family name.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Radio programmes,Interviews,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (speaker, male; interviewee)","King, Larry, 1933- (speaker, male; interviewer)",,,,,,,,,,,,,,,,,,POP,eng,United States,"Sinatra, Frank, 1915-1998","Reagan, Ronald, 1911-2004","Reagan, Nancy, 1921-2016",,,,,,,,
am     a,CKEY8251909,190201n                      000 0 eng u,C1645/151,,,Mark Twain,1954-04-22 and 1954-04-29,3 min. 55 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (speaker, male / singer, male)","Thomas, Millard (guitar)",,,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251915,190201n                      000 0 eng u,C1645/151,,,,1954-04-22 and 1954-04-29,3 min. 39 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (speaker, male / singer, male)",unidentified (orchestra),,,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251916,190201n                      000 0 eng u,C1645/151,,,,1954-04-22 and 1954-04-29,3 min. 36 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)","unidentified (singer, male)","Thomas, Millard (guitar)",,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251917,190201n                      000 0 eng u,C1645/151,,,Tol' my captain,1954-04-22 and 1954-04-29,2 min. 54 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)","Thomas, Millard (guitar)",,,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251918,190201n                      000 0 eng u,C1645/151,,,Kalenda rock (mourning song),1954-04-22 and 1954-04-29,3 min. 29 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)","unidentified (singer, female)","Thomas, Millard (guitar)",,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251920,190201n                      000 0 eng u,C1645/151,,,The drummer and the cook,1954-04-22 and 1954-04-29,2 min. 06 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)",unidentified (chorus),unidentified (orchestra),,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251921,190201n                      000 0 eng u,C1645/151,,,The fox,1954-04-22 and 1954-04-29,2 min. 49 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)",unidentified (chorus),unidentified (orchestra),,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251922,190201n                      000 0 eng u,C1645/151,,,,1954-04-22 and 1954-04-29,1 min. 41 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)",unidentified (orchestra),,,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251923,190201n                      000 0 eng u,C1645/151,,,The next big river,1954-04-22 and 1954-04-29,0 min. 27 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)","Thomas, Millard (guitar)",,,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251925,190201n                      000 0 eng u,C1645/151,,,,1954-04-22 and 1954-04-29,3 min. 01 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)","unidentified (singer, female)","Thomas, Millard (guitar)",,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251926,190201n                      000 0 eng u,C1645/151,,,Mo Mary,1954-04-22 and 1954-04-29,2 min. 17 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)","unidentified (singer, female)",unidentified (orchestra),,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251927,190201n                      000 0 eng u,C1645/151,,,Lord Randall,1954-04-22 and 1954-04-29,4 min. 11 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Belafonte, Harry, 1927- (singer, male)","Thomas, Millard (guitar)",,,,,,,,,,,,,,,,,,POP,eng,"New York City, New York, United States",,,,,,,,,,,
am     a,CKEY8251929,190201n                      000 0 eng u,C1645/151,,,[Title unknown],not after 2014,1 min. 43 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Live performance,,,,Category: Popular music. Jazz,,unidentified (band),,,,,,,,,,,,,,,,,,,POP,,"Blackpool, Lancashire, England, UK",,,,,,,,,,,
am     a,CKEY8251933,190201n                      000 0 eng u,C1645/151,,,Mel Tormé live from Blackpool [excerpt],not after 2014,9 min. 50 sec.,a,,,Stan Britt collection,Extract from Mel Tormé concert live from Blackpool. Individual items performed are catalogued separately.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Live performance,,,,Category: Popular music. Jazz,,"Tormé, Mel, 1925-1999 (speaker, male / singer, male)",unidentified (band),"unidentified (speaker, male)",,,,,,,,,,,,,,,,,POP,,"Blackpool, Lancashire, England, UK",,,,,,,,,,,
am     a,CKEY8251930,190201n                      000 0 eng u,C1645/151,,,,not after 2014,3 min. 42 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Live performance,,,,Category: Popular music. Jazz,,"Tormé, Mel, 1925-1999 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,eng,"Blackpool, Lancashire, England, UK",,,,,,,,,,,
am     a,CKEY8251931,190201n                      000 0 eng u,C1645/151,,,,not after 2014,2 min. 21 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Live performance,,,,Category: Popular music. Jazz,,"Tormé, Mel, 1925-1999 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,eng,"Blackpool, Lancashire, England, UK",,,,,,,,,,,
am     a,CKEY8251932,190201n                      000 0 eng u,C1645/151,,,,not after 2014,0 min. 45 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Live performance,,,,Category: Popular music. Jazz,,"Tormé, Mel, 1925-1999 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,eng,"Blackpool, Lancashire, England, UK",,,,,,,,,,,
am     a,CKEY8250524,190128n                      000 0 eng u,C1645/152,C1645/368,,Jack Wilson interviewed by Stan Britt (1st interview),06/12/1991,1 hr. 47 min. 14 sec.,a,,,Stan Britt collection,American jazz pianist and composer Jack Wilson is interviewed by Stan Britt in London. Wilson discusses working with Dinah Washington in the late 1950s.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Wilson, Jack, 1936-2007 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"New Barbican Hotel, Central Street, London, England, UK","Wilson, Jack, 1936-2007","Washington, Dinah, 1924-1963",,,,,,,,,
am     a,CKEY8259748,181213n                      000 0 eng u,C1645/153,,,[Woody Herman music selection],not after 2014,13 min. 51 sec.,a,,,Stan Britt collection,A dubbing of several instrumental songs from Woody Herman,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Herman, Woody, 1913-1987 (bandleader)",Woody Herman and his Orchestra,,,,,,,,,,,,,,,,,,POP,,[unknown],,,,,,,,,,,
am     a,CKEY8259757,181023n                      000 0 eng u,C1645/154,,,Kenny Barron interviewed by Stan Britt,21/06/1991,1 hr. 29 min. 33 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz pianist Kenny Barron.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Barron, Kenny, 1943- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Tenor Clef, Hoxton Square London, England, UK","Barron, Kenny, 1943-","Hicks, John, 1941-2006","Kelly, Wynton, 1931-1971","Getz, Stan, 1927-1991","Monk, Thelonious, 1917-1982",,,,,,
am     a,CKEY8267141,181023n                      000 0 eng u,C1645/155,C1645/89,,Kirk Lightsey interviewed by Stan Britt (1st interview),27/01/1987,1 hr. 37 min. 33 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz pianist Kirk Lightsey in London.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Lightsey, Kirk, 1937- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Lightsey, Kirk, 1937-",,,,,,,,,,
am     a,CKEY8260002,181023n                      000 0 eng u,C1645/156,,,Peggy Lee obituary [radio interview with Stan Britt],2002-01,7 min. 41 sec.,a,,,Stan Britt collection,"Stan Britt is interviewed on radio (possibly ITN radio) about the life and career of Peggy Lee, shortly after her death in January 2002.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Radio programmes,,,,Category: Popular music. Jazz,,"unidentified (speaker, male; presenter)","Britt, Stan, 1935-2014 (speaker, male)",,,,,,,,,,,,,,,,,,POP,,[unknown],"Lee, Peggy, 1920-2002",,,,,,,,,,
am     a,CKEY8260109,181023n                      000 0 eng u,C1645/157,,,Nelson Riddle interviewed by Jonathan Schwartz (Radio WNEW),1982?,1 hr. 30 min. 15 sec.,a,,,Stan Britt collection,"Jonathan Schwartz interviews American arranger, composer and bandleader Nelson Riddle on WNEW Radio. They discuss Nelson's career, his rise to fame, some of his famous arrangements, and many of the musicians and singers he has worked with. Throughout the interview, Jonathan plays some of Nelson's arrangements and asks him about them.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Radio programmes,Interviews,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985 (speaker, male; interviewee)","Schwartz, Jonathon (speaker, male; presenter)",,,,,,,,,,,,,,,,,,POP,eng,[unknown],"Riddle, Nelson, 1921-1985","Sinatra, Frank, 1915-1998",,,,,,,,,
am     a,CKEY8260439,181213n                      000 0 eng u,C1645/158,,,Sinatra in concert at the Royal Festival Hall (8th May 1970),08/05/1970,1 hr. 24 min. 16 sec.,a,,,Stan Britt collection,"A live recording of Frank Sinatra in concert at the Royal Festival Hall on 8th May 1970. Sinatra is accompanied by Count Basie and his Orchestra, conducted by Bill Miller.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",Count Basie and his Orchestra (ensemble),"Miller, Bill (conductor)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,,"Royal Festival Hall, Belvedere Rd, Lambeth, London, England, UK",,,,,,,,,,,
am     a,CKEY8260446,181213n                      000 0 eng u,C1645/159,,,Sinatra in concert at the Royal Festival Hall (7th May 1970),07/05/1970,1 hr. 23 min. 12 sec.,a,,,Stan Britt collection,"A live recording of Frank Sinatra in concert at the Royal Festival Hall on 7th May 1970. Sinatra is accompanied by Count Basie and his Orchestra, conducted by Bill Miller.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",Count Basie and his Orchestra (ensemble),"Miller, Bill (conductor)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,,"Royal Festival Hall, Belvedere Rd, Lambeth, London, England, UK",,,,,,,,,,,
am     a,CKEY8260465,190207n                      000 0 eng u,C1645/160,,,Howard McGhee interviewed by Stan Britt (1st interview),23/07/1982,1 hr. 30 min. 33 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz trumpeter Howard McGhee about his career and many of the incredible musicians he has worked with including Miles Davis, Charlie Parker, Andy Kirk and Dizzy Gillespie.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"McGhee, Howard, 1918-1987 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"The Canteen, Great Queen Street, London, England, UK","McGhee, Howard, 1918-1987","Gillespie, Dizzy, 1917-1993","Kirk, Andy, 1898-1992","Navarro, Fats, 1923-1950","Parker, Charlie, 1920-1955","Young, Lester, 1909-1959","Davis, Miles, 1926-1991",,,,
am     a,CKEY8260610,190207n                      000 0 eng u,C1645/161,,,Stan Tracey interviewed by Stan Britt (1st interview),28/03/1980,1 hr. 25 min. 53 sec.,a,,,Stan Britt collection,"Stan Britt interviews British jazz pianist Stan Tracey, he is accompanied by his son Clark.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Tracey, Stan, 1926-2013 (speaker, male; interviewee)","Tracey, Clark, 1961- speaker, male","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Tracey, Stan, 1926-2013","Tracey, Clark, 1961-",RONNIE SCOTT'S JAZZ HOUSE,"Gordon, Dexter, 1923-1990",,,,,,,
am     a,CKEY8260627,181023n                      000 0 eng u,C1645/162,C1645/163,,Stan Tracey Celebration,30/11/1993,2 hr. 39 min. 37 sec.,a,BBC Radio 3 1994-04-16 22:00-00:30,Stan Tracey's golden jubilee,Stan Britt collection,"Geoffrey Smith introduces a concert celebrating Stan Tracey's fiftieth year in music, recorded on 30th November 1993. Performing at the Queen Elizabeth Hall, Stan plays music from his 'anniversary suite, 'portraits plus', 'amandla suite', 'genesis', and 'Pompey suite'. Smith talks to Tracey in the interval.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Radio programmes,,,,Category: Popular music. Jazz,,"Tracey, Stan, 1926-2013 (piano and speaker, male)","Presencer, Gerard, 1972- (trumpet)","Themen, Art, 1939- (saxophones)","Green, Dave, 1942- (bass)","Tracey, Clark, 1961- (drums)","Drescher, Derek (producer)","Smith, Geoffrey (speaker, male; presenter)",,,,,,,,,,,,,POP,,"Queen Elizabeth Hall, London, England, UK","Tracey, Stan, 1926-2013",,,,,,,,,,
am     a,CKEY8260859,181023n                      000 0 eng u,C1645/165,,,Lisbon Antigua,not after 2014,2 min. 43 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260846,181023n                      000 0 eng u,C1645/165,,,The best of Nelson Riddle [dubbing],not after 2014,31 min. 00 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260860,181023n                      000 0 eng u,C1645/165,,,Green leaves of summer,not after 2014,2 min. 28 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260862,181023n                      000 0 eng u,C1645/165,,,Naked City Theme,not after 2014,2 min. 18 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260863,181023n                      000 0 eng u,C1645/165,,,Younger than springtime,not after 2014,3 min. 36 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260865,181023n                      000 0 eng u,C1645/165,,,Drive in,not after 2014,2 min. 00 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260869,181023n                      000 0 eng u,C1645/165,,,The untouchables,not after 2014,2 min. 24 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260870,181023n                      000 0 eng u,C1645/165,,,Route 66,not after 2014,2 min. 13 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985 (composer)","Troup, Bob (words and music)",,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260872,181023n                      000 0 eng u,C1645/165,,,I'm gettin' sentimental over you,not after 2014,3 min. 08 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260873,181023n                      000 0 eng u,C1645/165,,,Brother John,not after 2014,2 min. 25 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985 (arranger and conductor)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260877,181023n                      000 0 eng u,C1645/165,,,Life is just a bowl of cherries,not after 2014,2 min. 15 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260879,181023n                      000 0 eng u,C1645/165,,,Volare,not after 2014,2 min. 15 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260883,181023n                      000 0 eng u,C1645/165,,,De Guello,not after 2014,3 min. 09 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Riddle, Nelson, 1921-1985",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260900,181023n                      000 0 eng u,C1645/165,,,Let's get away from it all,not after 2014,2 min. 47 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260886,181023n                      000 0 eng u,C1645/165,,,Let's get away from it all [dubbing],not after 2014,41 min. 26 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260904,181023n                      000 0 eng u,C1645/165,,,Moonlight in Vermont,not after 2014,3 min. 27 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260912,181023n                      000 0 eng u,C1645/165,,,It Happened In Sun Valley,not after 2014,3 min. 14 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260913,181023n                      000 0 eng u,C1645/165,,,Serenade to Sweden,not after 2014,3 min. 25 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260915,181023n                      000 0 eng u,C1645/165,,,Island in the West Indies,not after 2014,3 min. 39 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260918,181023n                      000 0 eng u,C1645/165,,,Flying down to Rio,not after 2014,2 min. 40 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260923,181023n                      000 0 eng u,C1645/165,,,Honolulu,not after 2014,2 min. 57 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
