0,1,8,87,87.1,87.2,246,260,301,312,470,474,490,508,508.1,508.2,557,596,633,633.1,633.2,633.3,634,634.1,702.1,702.2,702.3,702.4,702.5,702.6,702.7,702.8,702.9,702.1,702.11,702.12,702.13,702.14,702.15,702.16,702.17,702.18,702.19,$<icat1:3>,41,551,600,600.1,600.2,600.3,600.4,600.5,600.6,600.7,600.8,600.9,600.1
am     a,CKEY8247714,181023n                      000 0 eng u,C1645/106,,,Jimmy Witherspoon interviewed by Stan Britt (1st interview),not after 2014,1 hr. 02 min. 10 sec.,a,,,Stan Britt collection,"Stan Britt interviews American blues singer Jimmy Witherspoon. Topics of discussion include: how Jimmy rose to fame on the blues scene, the highlight gigs of his career, and his early life and career in Calcutta India.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Witherspoon, Jimmy, 1923-1997 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Witherspoon, Jimmy, 1923-1997",,,,,,,,,,
am     a,CKEY8256427,181023n                      000 0 eng u,C1645/107,,,Woody Shaw interviewed by Stan Britt (2nd interview),between 1981-10 and 1989-05,47 min. 27 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz trumpeter Woody Shaw following the release of ""United"" his last record with Columbia.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Interviews,,,Category: Popular music. Jazz,,"Shaw, Woody, 1944-1989 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"England, UK","Shaw, Woody, 1944-1989","Blakey, Art, 1919-1990","Gordon, Dexter, 1923-1990",,,,,,,,
am     a,CKEY8256438,181023n                      000 0 eng u,C1645/107,C1645/126,,Stafford James interviewed by Stan Britt (2nd interview),15/02/1982,47 min. 32 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz double bass player Stafford James following a stint playing at Ronnie Scott's jazz club with Woody Shaw.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Interviews,,,Category: Popular music. Jazz,,"Shaw, Woody, 1944-1989 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Leinster Tower Hotel, London, England, UK","James, Stafford","Shaw, Woody, 1944-1989","Blakey, Art, 1919-1990",,,,,,,,
am     a,CKEY8248154,181023n                      000 0 eng u,C1645/108,,,"Frank Sinatra at the Ibrox stadium, Glasgow, 1990",not after 2014,1 hr. 27 min. 06 sec.,a,,,Stan Britt collection,Frank Sinatra performs live at the Ibrox stadium in Glasgow.,"Setlist: 1. ""You make me feel so young""; 2. ""For once in my life"", 3. ""Come rain or come shine""; 4. ""I get a kick out of you""; 5. ""The lady is a tramp""; 6. ""My heart stood still""; 7. ""What now my love""; 8. ""Strangers in the night""; 9. ""Bewitched, bothered and bewildered""; 10. ""The best is yet to come""; 11. ""The gal that got away""/""It never entered my mind""; 12. ""Mack the knife""; 13. ""Angel eyes""; 14. ""My way""; 15. ""Summer wind""; 16. ""New York, New York""; 17. ""Where or When""",,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Britt, Stan, 1935-2014 (sound recordist)","Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,POP,,"Ibrox Stadium, Glasgow, Scotland, UK",,,,,,,,,,,
am     a,CKEY8250194,181023n                      000 0 eng u,C1645/109,,,Night and day,not after 2014,2 min. 25 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250203,181023n                      000 0 eng u,C1645/109,,,It's all right with me,not after 2014,4 min. 20 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250204,181023n                      000 0 eng u,C1645/109,,,S wonderful,not after 2014,1 min. 46 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250207,181023n                      000 0 eng u,C1645/109,,,Long ago (and far away),not after 2014,3 min. 42 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,unidentified (band),"Sinatra, Frank, 1915-1998 (singer, male)",,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250209,181023n                      000 0 eng u,C1645/109,,,Long ago (and far away),not after 2014,0 min. 21 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250210,181023n                      000 0 eng u,C1645/109,,,[Title unknown],not after 2014,2 min. 11 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,unidentified (band),,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250211,181023n                      000 0 eng u,C1645/109,,,Just as though you were here,not after 2014,3 min. 42 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tommy Dorsey and his Orchestra,"The Pied Pipers (singers, male)","Sinatra, Frank, 1915-1998 (singer, male)",,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250216,181023n                      000 0 eng u,C1645/109,,,Long ago (and far away),not after 2014,3 min. 30 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250219,181023n                      000 0 eng u,C1645/109,,,If I loved you,not after 2014,3 min. 29 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250252,181023n                      000 0 eng u,C1645/109,,,I fall in love too easily,not after 2014,3 min. 31 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250253,181023n                      000 0 eng u,C1645/109,,,Makin' whoopee,not after 2014,3 min. 06 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,unidentified (band),"Sinatra, Frank, 1915-1998 (singer, male)",,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250254,181023n                      000 0 eng u,C1645/109,,,I've got the world on a string,not after 2014,2 min. 39 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250255,181023n                      000 0 eng u,C1645/109,,,I get along without you very well,not after 2014,4 min. 54 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250256,181023n                      000 0 eng u,C1645/109,,,Autumn leaves,not after 2014,2 min. 51 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250257,181023n                      000 0 eng u,C1645/109,,,Girl from Ipanema,not after 2014,3 min. 18 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)","unidentified (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250258,181023n                      000 0 eng u,C1645/109,,,Tenderly,not after 2014,2 min. 01 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250261,181023n                      000 0 eng u,C1645/109,,,You're nobody till somebody loves you,not after 2014,3 min. 27 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8256977,181023n                      000 0 eng u,C1645/110,,,[unidentified] interviewed by Stan Britt,not after 2014,21 min. 46 sec.,a,,,Stan Britt collection,Stan Britt interviews an unidentified male speaker about the future of jazz and blues on video. They discuss videos with Storyville Records and Karl Emil [Knudsen?].,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Interviews,,,Category: Popular music. Jazz,,"unidentified (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,[unknown],,,,,,,,,,,
am     a,CKEY8256966,181023n                      000 0 eng u,C1645/111,C1645/110,,Carol Kidd interviewed by Stan Britt (2nd interview),09/09/1991,59 min. 02 sec.,a,,,Stan Britt collection,Stan Britt interviews Scottish jazz singer Carol Kidd for the second time in 1991 following the production of an album.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Interviews,,,Category: Popular music. Jazz,,"Kidd, Carol, 1945- (speaker, female; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Cambridge, England, UK","Kidd, Carol, 1945-",,,,,,,,,,
am     a,CKEY8257098,181023n                      000 0 eng u,C1645/112,C1645/116,,Sonny Stitt and Red Holloway interviewed by Stan Britt (1st interview),12/12/1980,1 hr. 31 min. 46 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz saxophonists Sonny Stitt and Red Holloway together. The interview begins with Stan talking just to Sonny, Red is welcomed into the room at around 3 minutes.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Interviews,,,Category: Popular music. Jazz,,"Stitt, Sonny, 1924-1982 (speaker, male; interviewee)","Holloway, Red, 1927- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,"Hotel President, Russell Square, London, England, UK","Stitt, Sonny, 1924-1982","Holloway, Red, 1927-","Parker, Charlie, 1920-1955","Gordon, Dexter, 1923-1990",,,,,,,
am     a,CKEY8244632,181023n                      000 0 eng u,C1645/113,C1645/93,,Johnny Blowers interviewed by Stan Britt,not after 2014,2 hr. 30 min. 41 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz drummer Johnny Blowers. Stan asks about Johnny's work with many musicians and bandleaders including, in particular, Bunny Berigan and Frank Sinatra. Johnny also discusses, among other things: visiting Europe with the Harlem blues and jazz band, dealing with the death of his wife by being more active in music, and the legacy of his family in his children and grandchildren.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Blowers, Johnny 1911-2006 (speaker, male; interviewee)","unidentified (speaker, female; interviewer)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,,"Blowers, Johnny 1911-2006","Berigan, Bunny, 1908-1942","Sinatra, Frank, 1915-1998",,,,,,,,
am     a,CKEY8250266,181023n                      000 0 eng u,C1645/114,C1645/236,,Helen Merrill interviewed by Stan Britt (1st interview),30/11/1979,1 hr. 04 min. 32 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz singer Hellen Merrill. Topics of discussion include: how jazz singers make songs their own and how they differ from other pop singers, and the work of Frank Sinatra.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Merrill, Helen, 1930- (speaker, female; interviewee)","unidentified (speaker, child)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,"Albert Mansions, Lurline Gardens, London, England, UK","Merrill, Helen, 1930-","Vaughan, Sarah, 1924-1990","Sinatra, Frank, 1915-1998","Holiday, Billie, 1915-1959",,,,,,,
am     a,CKEY8257523,181023n                      000 0 eng u,C1645/115,C1645/671,,Vic Lewis interviewed by Stan Britt (1st interview),not after 2014,1 hr. 04 min. 06 sec.,a,,,Stan Britt collection,Stan Britt interviews British jazz guitarist and bandleader Vic Lewis.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Lewis, Vic, 1919-2009 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"NEMS Enterprises, London, England, UK","Lewis, Vic, 1919-2009","Kenton, Stan, 1911-1979","Thorne, Ken (music)",,,,,,,,
am     a,CKEY8257505,181023n                      000 0 eng u,C1645/115,C1645/622,,Janne Schaffer interviewed by Stan Britt (1st interview),not after 2014,52 min. 25 sec.,a,,,Stan Britt collection,Stan Britt interviews Swedish songwriter and composer Janne Schaffer.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Schaffer, Janne (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,[unknown],"Schaffer, Janne",,,,,,,,,,
am     a,CKEY8257102,181023n                      000 0 eng u,C1645/116,C1645/118,,Buddy Tate and Al Grey interviewed by Stan Britt (1st interview),18/12/1980,2 hr. 21 min. 28 sec.,a,,,Stan Britt collection,"Stan Britt interviews jazz saxophonist Buddy Tate and trombonist Al Grey. The interview starts with just Stan and Buddy, Al is brought in at around the 50 minute mark.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Interviews,,,Category: Popular music. Jazz,,"Tate, Buddy, 1913-2001 (speaker, male; interviewee)","Grey, Al, 1925-2000 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Tate, Buddy, 1913-2001","Grey, Al, 1925-2000","Hamilton, Scott, 1954-","Buckner, Milt, 1915-1977","Clayton, Buck, 1911-1991","Lunceford, Jimmie, 1902-1947","Basie, Count, 1904-1984","Hampton, Lionel, 1909-2002","Gordon, Dexter, 1923-1990","Vaughan, Sarah, 1924-1990","Parker, Charlie, 1920-1955"
am     a,CKEY8257707,181023n                      000 0 eng u,C1645/117,,,Buddy Tate interviewed by Stan Britt (2nd interview),not after 2014,58 min. 57 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz saxophonist Buddy Tate.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Tate, Buddy, 1913-2001 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Tate, Buddy, 1913-2001","Trent, Alphonse 1905-1959","Webster, Ben, 1909-1973",,,,,,,,
am     a,CKEY8250283,181023n                      000 0 eng u,C1645/119,,,Buddy Tate interviewed by Stan Britt (3rd interview),16/12/1983,1 hr. 34 min. 18 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz saxophonist Buddy Tate. Topics of discussion include: meeting and working with Abdullah Ibrahim (Dollar Brand), and his years working with Count Basie.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Tate, Buddy, 1913-2001 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Dean Street, London, England, UK","Tate, Buddy, 1913-2001","Ibrahim, Abdullah, 1934-","Basie, Count, 1904-1984",,,,,,,,
am     a,CKEY8250475,181023n                      000 0 eng u,C1645/120,,,"Art Pepper interviewed by Stan Britt (2nd interview, part 2 and 3)",not after 2014,1 hr. 18 min. 14 sec.,a,,,Stan Britt collection,"Stan Britt interviews Art Pepper. Topics of discussion include: Pepper's love of the music of Lester Young and Stan Getz, and his relationships with his ex-wives and daughter Patricia, who he could no longer see. He is joined by a female speaker, probably his third wife Laurie.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Pepper, Art, 1925-1982 (speaker, male; interviewee)","Pepper, Laurie (speaker, female)?","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,,"Pepper, Art, 1925-1982","Young, Lester, 1909-1959","Getz, Stan, 1927-1991","Pepper, Laurie",,,,,,,
am     a,CKEY8250543,181023n                      000 0 eng u,C1645/121,,,Tribute to Miles [Radio Thamesmead],not after 2014,1 hr. 25 min. 27 sec.,a,Radio Thamesmead,,Stan Britt collection,Richard Gold[?] and Stan Britt pay tribute to the life and work of Miles Davis in this program on Radio Thamesmead.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Radio programmes,,,Category: Popular music. Jazz,,"Gold, Richard (speaker, male; presenter)?","Britt, Stan, 1935-2014 (speaker, male)",,,,,,,,,,,,,,,,,,POP,,"London, England, UK","Davis, Miles, 1926-1991",,,,,,,,,,
am     a,CKEY8250571,181023n                      000 0 eng u,C1645/122,,,Jim Hall interviewed by Stan Britt (1st interview),not after 2014,51 min. 15 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz guitarist Jim Hall. Topics of discussion include: how Jim came to tune his guitar down a 4th to complement the sound of Jimmy Giuffre's music and his rapport with Bill Evans during the making of the album 'Undercurrent'.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Hall, Jim, 1930-2013 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,UK,"Hall, Jim, 1930-2013","Evans, Bill, 1929-1980","Giuffre, Jimmy, 1921-2008",,,,,,,,
am     a,CKEY8250597,181023n                      000 0 eng u,C1645/122,,,[unidentified interview false starts],not after 2014,0 min. 51 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"unidentified (speaker, male)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,,,,,,,,,,,
am     a,CKEY8250610,181023n                      000 0 eng u,C1645/123,,,Horace Silver interviewed by Stan Britt (2nd interview),05/05/1980,1 hr. 28 min. 59 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz pianist Horace Silver. Topics of discussion include: Horace's first tour in the UK for a while, the production of his album ""Silver 'n Strings play the music of the spheres"" which he described as one of the most ambitious projects he's worked on, his processes for writing a song, and the changes he feels have improved his life.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Silver, Horace, 1928-2014 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Hotel Sheruna, London, England, UK","Silver, Horace, 1928-2014",,,,,,,,,,
am     a,CKEY8250633,181023n                      000 0 eng u,C1645/124,,,Jerry Dodgion interviewed by Stan Britt (1st interview),not after 2014,54 min. 38 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz saxophonist and flautist Jerry Dodgion. Topics include: Jerry's time spent with the Thad Jones / Mel Lewis Orchestra, his relationships with various other musicians, his work with Sinatra, and the musicians who have influences his playing style.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Dodgion, Jerry, 1932- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Dodgion, Jerry, 1932-",Thad Jones-Mel Lewis Jazz Orchestra,"Sinatra, Frank, 1915-1998",,,,,,,,
am     a,CKEY8266503,181023n                      000 0 eng u,C1645/125,C1645/37,,Bill Watrous interviewed by Stan Britt (1st interview),27/03/1982,47 min. 48 sec.,a,,,Stan Britt collection,Stan Britt interviews jazz trombonist Bill Watrous.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Watrous, Bill (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Watrous, Bill","Jones, Quincy, 1933-",,,,,,,,,
am     a,CKEY8256756,181023n                      000 0 eng u,C1645/126,,,Buddy Tate interviewed by Stan Britt,not after 2014,1 min. 53 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz saxophonist Buddy Tate about the late Pee Wee Russell.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,Interviews,,,Category: Popular music. Jazz,,"Tate, Buddy, 1913-2001 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,[unknown],"Tate, Buddy, 1913-2001","Russell, Pee Wee, 1906-1969",,,,,,,,,
am     a,CKEY8256768,181023n                      000 0 eng u,C1645/126,,,"Eddie ""Cleanhead"" Vinson interviewed by Stan Britt (1st interview)",not after 2014,4 min. 49 sec.,a,,,Stan Britt collection,Stan Britt interviews American alto saxophonist Eddie Vinson.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Vinson, Eddie, 1917-1988 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,[unknown],"Vinson, Eddie, 1917-1988",,,,,,,,,,
am     a,CKEY8250942,181023n                      000 0 eng u,C1645/127,,,Just family,not after 2014,5 min. 09 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Clarke, Stanley, 1951- (bass)","Chancler, Leon Ndugu, 1952-2018 (drums)","Duke, George, 1946-2013 (keyboard)",,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250837,181023n                      000 0 eng u,C1645/127,,,Just family,not after 2014,39 min. 39 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Clarke, Stanley, 1951- (bass)","Chancler, Leon Ndugu, 1952-2018 (drums)","Duke, George, 1946-2013 (keyboard)","Wild, Ken (bass)","Farrington, Norman (drums)","Walker, David T. 1941- (guitar)","Lyle, Bobby 1944- (keyboard)","Moreira, Airto, 1941- (percussion)","Johnson, Alphonso 1951- (bass)","Mason, Harvey (drums)","Gomez, Ray (guitar)","Foster, Ronnie (keyboard)","Rivera, Scarlet (violin)","Laboriel, Abraham, 1947- (bass)","Corea, Chick, 1941- (keyboard)",,,,POP,,,,,,,,,,,,,
am     a,CKEY8250952,181023n                      000 0 eng u,C1645/127,,,Maybe today,not after 2014,6 min. 52 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Wild, Ken (bass)","Farrington, Norman (drums)","Walker, David T. 1941- (guitar)","Lyle, Bobby 1944- (keyboard)",,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
